vibe::percussive,vibe::raw,vibe::euphoric,vibe::vocal,vibe::intense,vibe::piano,mood_top,genre_pred,energy_rms,engagement,track_id,vibe::dreamy,vibe::minimal,vibe::instrumental,vibe::driving,vibe::dark,vibe::deep,vibe::warm,vibe::hypnotic,vibe::punchy,vibe::atmospheric
,2.1609,,1.1041,,,raw / driving / instrumental,raw,0.84415,0.7238,58750145,,,1.4385,1.7928,1.2177,1.2126,,,,
,0.8179,,1.1001,,,vocal / raw / dreamy,vocal,-0.75761,0.14412,224016883,0.2841,,,-0.0799,-0.0171,,0.2292,,,
,1.0887,,1.9175,,,vocal / dreamy / instrumental,vocal,-0.15972,0.42102,37965302,1.3222,,1.0926,,,0.5321,,,,0.4883
,,1.2002,,1.539,,dark / intense / driving,dark,0.87938,1.08183,166749781,,,,1.3906,1.6783,,,1.2483,,1.3302
-0.0024,0.2748,,0.0438,,,raw / driving / vocal,raw,-0.28714,-0.50554,1252394,,,-0.3376,0.1021,,,-0.2758,,,
,,,,0.4224,,punchy / driving / dark,punchy,0.54587,0.11978,130274233,,,,0.889,0.6027,0.5094,0.4618,,1.2533,
1.1003,1.505,,1.301,1.4777,,driving / instrumental / raw,driving,1.33603,0.93835,66097820,,,1.7513,2.0127,,,,,,
0.5635,1.4175,,0.879,,,raw / vocal / percussive,raw,-0.00736,0.14717,128131303,,,,0.367,0.3896,,0.2328,,,
-2.2292,,,,,-0.9009,piano / hypnotic / instrumental,piano,-2.7559,-3.06935,168566909,,,-2.1465,,-2.3272,-2.3597,,-2.0918,,
,0.8659,,,,,deep / dark / instrumental,deep,-0.13191,0.15525,226457984,0.9007,,1.0707,,1.6907,2.1319,,,,0.9353
,,,,,3.7446,dreamy / atmospheric / piano,dreamy,1.29543,3.21516,10907626,4.0703,,,2.9294,,2.8295,3.1406,,,3.755
2.0015,,2.5364,,,2.5249,warm / euphoric / piano,warm,1.52728,2.3345,53487092,,,2.0203,2.2978,,,2.666,,,
,,1.4874,,1.902,3.1564,piano / instrumental / intense,piano,1.21349,0.64452,224865103,,,2.182,,,,,,1.6672,1.3626
,0.624,,0.832,,3.6087,piano / dreamy / vocal,piano,-3.84703,-0.66412,115555717,0.8928,,0.2256,,,,,0.2841,,
,,0.7993,0.3891,,5.0782,piano / euphoric / dreamy,piano,-1.51249,-0.06253,227542983,0.7065,,,,,,,0.4722,,0.4142
,,3.6285,,3.1643,3.5439,euphoric / piano / deep,euphoric,1.26314,3.11703,239399695,3.0287,,,,,3.5352,,,,3.5343
,2.3832,,2.097,,2.9801,piano / raw / dreamy,piano,0.64532,1.79587,139102897,2.245,,2.0095,1.8094,,,,,,
,,3.2244,,,4.5007,piano / atmospheric / euphoric,piano,0.7118,2.94975,118445982,,,,,,3.1557,2.8348,2.9848,,3.5575
,,,,,,dark / punchy / hypnotic,dark,0.86491,0.82703,161190722,,,,1.1038,1.3578,,1.0645,1.2857,1.3353,1.2313
0.1395,,,,,0.0971,punchy / deep / hypnotic,punchy,0.12154,-0.34983,166644004,,0.2716,,,,0.6227,,0.5226,1.05,
,,,0.1467,0.2751,,dreamy / driving / intense,dreamy,0.08242,0.01422,124969028,0.447,,0.1251,0.3943,,,0.1903,,,
,,,0.4992,0.4337,,dark / atmospheric / punchy,dark,0.12369,-0.22051,3377316,,,,0.4173,0.699,,,,0.5473,0.6163
1.3552,,-0.2438,,-0.2607,,percussive / atmospheric / deep,percussive,-0.00758,-0.80991,173759724,,,,,-0.2519,-0.195,,,,-0.1166
1.8595,,,,-0.3084,,percussive / punchy / deep,percussive,0.41537,-0.33993,2553085,,,,-0.1132,,0.0571,-0.1005,,0.2236,
0.3737,,,,,,percussive / punchy / warm,percussive,-0.15869,-0.37485,122593086,,-0.2135,,-0.2747,,-0.2836,-0.1604,,-0.0128,
,,,,0.964,,atmospheric / hypnotic / intense,atmospheric,0.74724,0.57901,111947582,,0.7905,,,,0.8362,,1.1675,0.9553,1.2866
,,,0.3589,,1.4849,minimal / dreamy / piano,minimal,-0.92825,0.08267,191660897,1.4853,2.0215,1.241,,,,0.2563,,,
1.9784,,-0.0627,,,,percussive / warm / minimal,percussive,0.33452,0.37018,80880564,0.2286,0.2718,,,,,0.9446,,,-0.0306
,,,,,,punchy / deep / dark,punchy,0.24036,-0.09889,83174497,,0.5413,,,0.957,1.0447,,0.8422,1.3595,0.6802
2.1702,1.2078,0.6936,0.8774,,1.2978,percussive / piano / raw,percussive,0.99722,0.48961,143774300,,,,0.996,,,,,,
,1.2639,,,1.2578,,driving / dark / instrumental,driving,0.81058,0.83975,62924226,,,1.3998,1.5441,1.4793,,,,1.3063,
1.0042,,,,,,punchy / percussive / dark,punchy,0.42655,-0.37799,7718177,,0.1701,,0.2018,0.6252,,0.114,,1.0297,
,,,,0.0346,0.0833,punchy / minimal / driving,punchy,0.14698,-0.2573,82118020,,0.2254,,0.1068,,,,0.0718,0.635,
1.2623,0.883,,,0.3484,,percussive / punchy / raw,percussive,0.7464,-0.54696,62018699,,,,0.1651,0.4006,,,,1.2099,
1.5553,,-0.2841,,,,percussive / punchy / deep,percussive,0.04398,-0.47218,252282253,,,,,-0.4085,-0.2357,-0.3293,,-0.0194,
0.454,,,,-1.1295,,percussive / deep / punchy,percussive,-0.68684,-1.52178,144332392,,,,,-0.647,-0.3567,,,-0.5436,-1.2932
1.4349,0.309,-0.2401,,0.0872,,percussive / punchy / raw,percussive,0.24872,-0.78912,36249535,,,,,-0.4324,,,,0.3346,
,,,-0.067,,,dark / driving / punchy,dark,-0.21577,-0.65857,98011135,,-0.1514,,0.161,0.3093,-0.1083,,,-0.0086,
1.7452,,0.2174,,0.0106,,percussive / atmospheric / dreamy,percussive,-0.14396,-0.06512,83802649,0.4509,,,,,0.4311,,,,0.5796
0.8777,0.2111,,0.4944,0.444,,percussive / vocal / intense,percussive,0.41504,-0.58465,102787493,,,,,0.4184,,,,0.2941,
,,,,,1.5374,punchy / deep / piano,punchy,1.17461,0.61171,74765790,,1.3113,,,1.4849,1.62,,1.3617,2.7376,
-0.0278,,0.0906,,-0.0209,,dark / euphoric / intense,dark,-0.11288,-0.66423,45914089,,,,,0.3847,-0.0463,,,-0.0555,
1.5227,,,,1.2863,,percussive / punchy / intense,percussive,1.14469,0.62254,132085448,,,,,0.9549,,,1.043,1.4477,0.8452
,,2.1148,,2.1342,,instrumental / minimal / atmospheric,instrumental,1.60689,1.84982,23884660,,2.6315,2.816,2.1412,,,,,,2.2217
,,0.3488,,0.6166,,dark / intense / driving,dark,0.46161,0.21421,9591340,,,,0.5923,0.8542,,0.2044,,0.5818,
,,,0.539,,,minimal / vocal / hypnotic,minimal,-0.35933,0.13789,67265897,0.3953,0.7021,,,,,0.2099,0.5119,,0.3087
0.4859,,0.7689,,0.9693,,intense / dark / euphoric,intense,0.48744,0.29148,144735268,,,,,0.9527,,,0.7651,0.7026,
1.6679,1.1936,0.6086,0.5392,0.5472,,percussive / raw / euphoric,percussive,0.74529,0.07124,58930826,,,,0.5635,,,,,,
0.6795,0.4704,1.054,,0.6545,,warm / euphoric / driving,warm,0.64645,0.65741,117696522,,,,0.8227,,,1.1129,,,
0.9816,,1.2414,,0.9854,,punchy / warm / dark,punchy,1.20724,0.74984,120684489,,,,,1.4986,,1.5775,,2.1537,
,,,,0.7996,,punchy / dark / warm,punchy,0.81024,0.68148,229295356,,,,0.9705,1.175,,1.0759,1.0308,1.3053,
,,,,0.5952,0.4587,minimal / punchy / instrumental,minimal,0.55753,0.09838,216866691,,1.2496,0.6663,,,,,0.6005,0.9364,
,,1.1302,,1.0428,,deep / dark / punchy,deep,0.80558,0.67411,213288014,,,,,1.6365,1.8886,,1.3452,1.4449,
,,,,0.4214,,deep / dark / atmospheric,deep,-0.03292,0.23678,226861714,0.5205,,,,1.0986,1.2422,,0.7822,,0.8682
0.6886,,,,0.8216,0.546,punchy / intense / percussive,punchy,0.72302,-0.02971,26012895,,,,,0.56,,,0.3684,1.1903,
0.7408,,,,-0.5018,-0.5363,percussive / atmospheric / intense,percussive,-0.32691,-0.97137,203530737,-0.5329,,,,,,,,-0.7057,-0.467
-0.125,,,0.0782,,,minimal / vocal / punchy,minimal,-0.37526,-0.63213,214746582,,0.2141,,,,,,-0.1635,0.0557,-0.3174
,,0.9799,,1.2382,,punchy / dark / intense,punchy,1.08395,0.74635,208798450,,,,1.2126,1.2438,,1.1127,,1.3734,
,,,1.2544,1.1006,,atmospheric / vocal / dark,atmospheric,0.59395,0.61185,198948852,,,,,1.1024,,,0.9368,0.8558,1.2572
,,,,1.321,,deep / atmospheric / dreamy,deep,0.616,0.94244,230554954,1.8206,,,,1.7958,2.3115,,1.3001,,2.0485
-0.5743,,,-0.7266,-0.6869,-0.571,punchy / dark / piano,punchy,-0.59319,-0.99166,123232682,,,,,-0.5178,,,,-0.1787,
,,,,1.0458,0.7274,hypnotic / intense / atmospheric,hypnotic,0.54325,0.31591,67978892,,,,,0.9097,0.9544,,1.2566,,0.9768
-0.4788,-0.5232,,,,,percussive / raw / driving,percussive,-0.85485,-1.07732,92847563,-0.9879,,,-0.5959,-0.9861,,,,-1.0444,
0.5335,0.3619,0.2486,0.3655,,1.4367,piano / percussive / vocal,piano,-2.50041,-1.13108,261421035,-1.6841,,,,,,,,,
1.0382,0.4941,0.2714,,,,percussive / raw / punchy,percussive,0.3327,0.08114,100643644,,,,0.1874,0.1939,,,,0.3073,
,,1.3913,,1.1474,,warm / euphoric / punchy,warm,1.06901,1.02556,181791876,,,,1.0122,0.8004,,1.5087,,1.3491,
,,,,0.9933,,driving / instrumental / punchy,driving,0.72669,0.67812,210395754,1.0739,,1.304,1.7483,0.9548,,,,1.1031,
,,,,0.4713,,punchy / dark / deep,punchy,0.42706,-0.37285,101313874,,,,,0.7372,0.6113,,0.5917,1.5797,0.2585
,,0.2201,,0.5055,,punchy / warm / driving,punchy,0.41062,0.29857,46591672,,,,0.7977,0.4734,,1.0117,,1.0642,
0.9433,1.1626,1.4714,1.0919,1.2801,,euphoric / intense / raw,euphoric,0.7631,0.50995,166140080,,,,,0.7878,,,,,
-0.1703,,-0.0448,,,,punchy / warm / dark,punchy,0.01418,-0.31924,112935246,,,,-0.2518,-0.0277,,0.2614,,0.8068,
,,,,-0.1492,,punchy / dark / warm,punchy,-0.00098,-0.46093,258700135,,,,-0.0488,0.6756,-0.2649,0.4313,,1.222,
,,1.0818,,,,dark / hypnotic / euphoric,dark,0.26413,0.55621,155089379,,,,,1.2146,,0.9143,1.0857,1.0379,0.669
,,1.5368,1.3512,1.429,,dark / hypnotic / euphoric,dark,0.87747,0.84956,34147214,,,,,1.7722,,,1.5879,1.3683,
0.8465,0.4165,,,,,percussive / punchy / warm,percussive,0.15624,-0.17282,12035450,,0.0192,,,,-0.0281,0.5494,,0.583,
-0.4492,-0.2885,,-0.2002,,-0.4178,vocal / raw / driving,vocal,-0.63045,-0.6682,72978642,,,,-0.3378,,,-0.3655,,,
0.1439,0.0064,-0.3858,,,,punchy / percussive / raw,punchy,-0.15113,-0.66534,175204661,,,,-0.3101,,,-0.2865,,0.3585,
0.4063,,-0.9692,-0.3281,,-0.1768,percussive / piano / vocal,percussive,-1.04858,-1.34007,47383931,,,,,-1.0611,,,,,-1.129
-0.2599,0.712,,0.1451,,-0.2481,raw / vocal / instrumental,raw,-0.48271,-0.97443,128010681,,,-0.2323,,,,,,-0.3204,
-0.6404,-0.7381,,,,-1.047,punchy / percussive / raw,punchy,-0.86897,-1.54587,19533882,,-0.96,,,,-1.1467,,,0.1124,
,,2.2701,,2.4224,,intense / dark / euphoric,intense,1.70015,1.36003,194518919,,,,1.9113,2.3325,1.8366,,,1.6621,
,,,,,-0.8649,punchy / dark / piano,punchy,-0.98458,-1.53024,142178931,,-0.9199,,-1.0296,-0.7173,-0.8837,,,0.1232,
-0.3847,,-0.7296,,,-0.578,punchy / hypnotic / warm,punchy,-0.56011,-0.69467,253980762,,,,,,,-0.3561,-0.0955,0.3125,
0.4035,,-0.5735,-1.1532,-1.363,-1.2081,percussive / euphoric / vocal,percussive,-1.08056,-1.26524,228123629,,,,,,,,,-1.3533,
,0.0195,,,,,punchy / warm / driving,punchy,0.20095,-0.04963,159600434,,0.1825,,0.4909,0.3738,,0.8056,,1.0496,
-0.2815,,,-0.2873,,,percussive / vocal / dark,percussive,-1.06916,-0.75906,182272934,,-0.4861,,,-0.4635,-0.4732,,,,-0.6086
0.4976,,,,,,percussive / dreamy / hypnotic,percussive,-0.00082,-0.05264,27721894,0.1245,-0.0503,-0.0453,,,,,0.0444,,-0.0093
0.1158,-0.1338,,,-0.5787,,punchy / percussive / raw,punchy,-0.13619,-0.88704,44505841,,,,-0.2176,-0.3235,,,,0.1357,
1.1431,,-2.2142,,,,percussive / warm / punchy,percussive,-1.43886,-1.89664,193244527,-1.8432,-1.8038,,,,,-1.6325,,-1.7647,
0.4851,,,,,-0.8663,percussive / minimal / punchy,percussive,-0.75096,-0.93741,44061017,,-0.2797,,,,,-0.4861,-0.9561,-0.3148,
0.2276,-0.0339,,-0.3342,,,percussive / raw / deep,percussive,-0.45892,-0.91068,212015421,,-0.2122,,,-0.4252,-0.1722,,,,
,,,,,-0.2587,deep / dreamy / minimal,deep,-1.7423,-0.78502,68804519,0.1865,-0.2055,-0.3472,,,0.2735,,-0.3599,,
2.3518,1.0249,0.3924,,,,percussive / raw / warm,percussive,0.42835,0.28765,110878448,,0.2714,0.4742,,,,0.7285,,,
,0.9621,,,,,raw / warm / instrumental,raw,0.11519,0.36487,250661625,,0.4183,0.4946,0.3275,,,0.8196,,0.3305,
1.1796,1.0153,1.143,,,,warm / percussive / euphoric,warm,0.78655,0.97735,173106546,,,,0.8994,,,1.9631,,0.7387,
,0.4304,0.9317,,0.6141,,dark / euphoric / deep,dark,-0.10116,-0.65544,57619020,,,,,1.1571,0.7299,,0.6588,,
1.1781,,0.8016,,,,punchy / percussive / dark,punchy,0.97067,0.1279,260857010,,,,1.0407,1.0599,,0.8314,,1.2476,
2.0908,,0.9301,,,,percussive / punchy / dark,percussive,1.43372,0.51568,87331148,,,,1.1527,1.5433,,1.3924,,1.7163,
,0.5864,-0.0414,,-0.0539,,punchy / dark / raw,punchy,0.15081,-0.63606,100192052,,,,,0.6225,0.4564,,,1.0374,
,0.4743,,,,0.1392,deep / raw / dark,deep,-0.79784,-0.61854,65833280,,,-0.192,,0.3851,1.1082,,0.2718,,
,,0.6272,,,0.7058,punchy / dark / deep,punchy,0.38527,-0.25582,188501304,,,,,0.9991,0.9178,,0.6017,1.1609,
,-0.3393,-0.3017,0.2864,,-0.2382,vocal / atmospheric / dark,vocal,-0.58008,-0.68177,248477963,,,,,-0.0197,,,,,0.0438
0.6759,1.4532,0.9317,,,,warm / raw / driving,warm,0.6844,0.81151,126723294,,,,1.2336,1.0822,,2.2951,,,
,,2.5256,,2.6467,,intense / euphoric / warm,intense,1.77114,1.94102,138163211,,,,1.9354,1.8821,,2.1143,,,1.791
,,,,,1.9293,piano / hypnotic / punchy,piano,0.59038,0.49187,81398455,,1.0982,,,,1.3162,,1.5654,1.3604,1.3249
,,3.1276,,2.0908,,euphoric / warm / dark,euphoric,1.72779,1.98886,35615013,,,,,2.2427,1.6149,2.9026,,1.7839,
,,1.5297,,1.3123,,euphoric / warm / intense,euphoric,0.4935,1.23563,231049991,,,,,1.1794,,1.4382,1.294,,1.2185
,0.8743,,0.0981,0.5914,,punchy / raw / intense,punchy,0.37377,-0.47092,77425921,,,,,0.5589,,,0.5219,1.1582,
-0.3125,,,,,-0.493,punchy / hypnotic / percussive,punchy,-0.47973,-0.79019,246105608,,,,,-0.379,,-0.3287,-0.2016,0.3717,
,,2.5182,,1.7404,0.8255,euphoric / intense / warm,euphoric,0.98228,1.02755,78752155,,,,,,,1.427,0.907,1.1662,
,1.8207,,1.5906,,,raw / dark / vocal,raw,0.43513,0.8899,207318538,,,1.2945,,1.5926,1.3189,,1.2352,,
,1.0921,0.6407,0.9175,,,raw / instrumental / vocal,raw,0.4709,0.19338,222126104,,,0.9236,0.7394,0.8043,,,,,
0.5482,-0.0088,-0.6688,,-0.6151,,percussive / raw / punchy,percussive,-0.34266,-0.89594,244682052,,,,,-0.5538,,,,-0.4612,
0.6617,,,,0.6482,0.5129,punchy / percussive / intense,punchy,0.34956,-0.69105,266253839,,,,,0.4111,0.4339,,,0.8289,
0.9591,0.9447,,0.8484,0.688,,driving / percussive / raw,driving,0.71461,0.17344,54328170,,,,1.1438,0.7838,,,,,
-0.1821,,-0.8643,,-0.6161,,punchy / percussive / dark,punchy,-0.42302,-1.26028,175560840,,,,,-0.2446,,-0.9378,,0.1002,
0.4509,0.2329,0.3033,-0.2671,-0.1918,,percussive / euphoric / raw,percussive,-0.2376,-0.22028,82072556,,,,,,,-0.2963,,,
,1.4294,1.0214,1.389,0.9527,,raw / vocal / euphoric,raw,0.19326,0.8754,226804559,,,,0.8726,,,0.9004,,,
0.2256,-0.3724,0.1509,0.4534,0.1933,,vocal / percussive / intense,vocal,-0.17855,-0.41672,140279177,,,,,,,,-0.3277,,
,1.8636,,2.2642,,,vocal / dark / raw,vocal,0.70925,1.2556,64664628,,,,1.8599,2.0188,1.7903,,,,1.7111
0.7553,,1.307,,0.5901,,euphoric / warm / hypnotic,euphoric,0.30071,0.63774,220064614,,,,,0.5425,,1.1664,0.7564,,
,,,1.2632,,0.4736,vocal / instrumental / minimal,vocal,-0.04125,0.03376,70301940,0.5987,0.6369,0.9539,,,,,0.5735,,
,-0.3046,,,,,punchy / warm / dark,punchy,-0.25556,-0.46075,67777204,,-0.3869,,-0.1491,-0.0665,,-0.0107,,0.3502,
0.0405,,,-0.2857,-0.2139,-0.3709,punchy / percussive / dark,punchy,0.0162,-0.80463,83157809,,,,,-0.1874,,,,0.8096,
0.5059,0.1475,,0.5941,-0.1618,,vocal / percussive / raw,vocal,-0.21049,-1.15076,34651732,,,-0.3029,-0.4765,,,,,,
-0.4534,,,,,-0.1057,minimal / dreamy / piano,minimal,-0.87054,-0.56592,4660066,-0.0171,0.208,,,,,-0.4319,-0.3709,,
,,1.4044,,,,warm / minimal / driving,warm,1.12645,1.55242,144254439,,1.7393,,1.6993,,,1.963,1.6626,,1.4799
0.1415,,,0.3569,,,vocal / dreamy / percussive,vocal,-0.64917,-0.71925,73231862,0.2024,,0.0412,,,-0.357,,,,-0.3509
0.5771,,,,0.3951,,punchy / warm / percussive,punchy,0.63156,0.12345,114742623,,,,0.3945,0.5317,,0.6567,,1.1596,
1.2469,-0.5591,-0.0564,,-0.0353,,percussive / punchy / intense,percussive,0.19685,-0.86434,136312174,,,,,-0.2743,,,,0.3083,
1.598,2.2644,1.4407,,,,raw / warm / percussive,raw,0.95351,0.8748,123668515,,,,1.1026,0.7825,,2.0911,,,
0.0381,,-0.5736,-0.6711,,,percussive / punchy / warm,percussive,-0.47111,-0.63083,2870356,,,,,,,-0.5165,,-0.0003,-0.7194
,,,,,-0.5386,punchy / dark / driving,punchy,-0.35739,-0.75728,251622595,,,-0.5793,-0.4474,-0.3626,-0.517,,,0.6706,
,2.1226,2.3507,2.6332,,2.6436,piano / vocal / atmospheric,piano,0.96829,1.81652,247166717,,,,,,,,2.2734,,2.4837
2.0403,2.0421,3.018,,2.1123,,euphoric / intense / raw,euphoric,1.43134,1.40426,44463798,,,,,,,1.5076,1.4917,,
-0.3939,-0.1541,,,,-0.4638,punchy / raw / warm,punchy,-0.40281,-0.8788,227896933,,,,,,-0.4688,-0.3852,,0.1829,
,1.1915,-0.2292,0.8933,,,raw / vocal / instrumental,raw,-0.92349,-0.26638,113420552,-0.0736,0.3313,0.3867,,,,,,,
,,,,,0.4872,punchy / instrumental / deep,punchy,-0.31721,-0.08115,183986557,,0.4779,0.6685,,0.3332,0.5365,,,1.0093,
,0.6988,,0.964,,,vocal / instrumental / driving,vocal,0.3414,0.0548,260551555,,0.772,0.9612,0.857,,,,,0.649,
,0.3719,,-0.1561,,,raw / dreamy / deep,raw,-0.98558,-0.36537,49435172,-0.0592,,,-0.2108,,-0.1316,-0.1321,,,
,,,,,0.3535,punchy / piano / dark,punchy,0.09519,-0.40226,222476245,,0.0752,,0.0988,0.146,0.0656,,,0.5128,
1.1116,,0.3082,,-0.084,,percussive / euphoric / intense,percussive,0.04073,-0.42206,35286308,,,,,-0.0951,,-0.2121,-0.3325,,
,,,0.3332,,,dark / warm / vocal,dark,0.09414,0.17538,216290388,,0.3037,,,0.4594,,0.3901,0.3277,0.2681,
0.1882,,-0.9185,,,,percussive / minimal / punchy,percussive,-0.55431,-0.86055,145681345,,-0.4355,,-0.7603,,,-0.6033,,-0.519,
-0.0776,,-0.8981,,,-0.8015,percussive / punchy / piano,percussive,-1.12402,-1.63329,14542833,,,,,,-1.3907,,-1.25,-0.6698,
0.7728,-0.4029,-0.5093,,,,percussive / warm / minimal,percussive,-0.23053,-0.47405,181456237,,-0.2051,,,,,-0.1173,,-0.2285,
1.4917,,1.1069,,0.9562,,punchy / percussive / euphoric,punchy,1.12341,0.04136,165337978,,,,0.2926,0.8388,,,,1.7531,
-0.0455,,-1.9304,,-2.0768,,percussive / punchy / deep,percussive,-1.50084,-2.22766,262721257,,,,,-2.143,-1.6844,,,-1.2577,
,-0.2406,,0.2135,,-0.2486,vocal / dreamy / driving,vocal,-0.48388,-0.36728,124516643,0.1966,,-0.2293,-0.1107,,,,,,
0.5947,0.2009,,,,,percussive / raw / punchy,percussive,-0.00331,-1.04035,146422667,,,,-0.0663,0.0986,,-0.5365,,0.1802,
-0.4735,,-1.2682,,,,percussive / punchy / euphoric,percussive,-1.20168,-1.81224,248079097,,,,,-1.2893,-1.395,-1.481,,-0.8737,
0.5775,-0.8777,-1.1267,-0.4827,-1.2252,,percussive / vocal / raw,percussive,-0.94166,-1.30431,177170427,-1.1819,,,,,,,,,
,,,,-0.5016,-0.4155,punchy / dark / deep,punchy,-0.20381,-1.23845,167983346,,,,,-0.1542,-0.3661,,-0.5065,1.1205,
,,0.4037,,0.6838,,punchy / dark / intense,punchy,0.50263,-0.39027,202261534,,,,,0.9428,,0.2082,0.4303,1.6477,
0.8876,-0.0432,,,,,percussive / punchy / raw,percussive,-0.28891,-0.81721,182239883,,-0.0932,-0.4085,,,-0.2024,,,0.1268,
2.2249,1.0308,-0.1943,,,,percussive / raw / warm,percussive,-0.09836,-0.19469,242423615,,,,-0.4259,-0.5737,,0.9979,,,
,,0.7538,,,0.5708,dark / punchy / driving,dark,0.84233,0.39783,222898469,,,,1.2352,1.5342,,0.9458,,1.5335,
,0.3735,,,-0.2342,,punchy / dark / raw,punchy,-0.03242,-0.92871,266015357,,,,-0.1741,0.503,-0.0596,,,0.6953,
,0.0237,,0.1765,,,punchy / minimal / instrumental,punchy,-0.01496,-0.3872,268344549,0.0841,0.2153,0.1921,,,,,,0.6009,
-0.5477,,,-0.9541,,-0.7595,punchy / percussive / minimal,punchy,-0.81887,-1.0664,257418135,,-0.6398,,,,,-0.7228,,-0.3902,
2.7503,-0.1908,0.8593,,-0.086,,percussive / euphoric / warm,percussive,0.20008,-0.05831,161952906,,,,,,,0.3472,,-0.894,
,,,-0.4383,,,minimal / dark / instrumental,minimal,-0.79582,-0.94733,45476051,,0.0069,-0.4054,,-0.3378,-0.45,,,-0.5096,
,,,,,,dark / deep / minimal,dark,0.55391,0.4036,54823463,,1.0968,,,1.3696,1.1856,,0.8509,1.0331,0.807
-0.2769,-0.7401,,,-0.658,-0.738,punchy / percussive / dark,punchy,-0.38052,-1.09168,242076249,,,,,-0.5715,,,,0.2165,
,,,,,1.3417,hypnotic / minimal / piano,hypnotic,-0.33168,1.16427,63590651,1.274,1.649,0.9911,,,,1.2997,1.6685,,
,,,,,,punchy / deep / minimal,punchy,-0.3201,-0.24184,106450801,,0.3838,,0.2382,0.3603,0.4454,0.299,,0.5867,
0.8114,0.9411,0.7237,0.682,,,warm / raw / percussive,warm,0.5692,0.62329,70518781,,,,0.7696,,,1.24,,,
,0.5414,,0.5177,0.6569,,punchy / intense / raw,punchy,0.58189,0.08897,138503574,,,,0.5376,0.4816,,,,0.8267,
1.0961,,0.6341,,0.5291,,punchy / percussive / dark,punchy,0.6657,-0.2713,12664201,,,,,0.7405,0.5957,,,1.3299,
,0.8575,0.5321,,,,punchy / warm / dark,punchy,0.55927,0.49572,160761280,,,,0.8047,1.0642,,1.1615,,1.256,
0.5507,,0.5402,,,,warm / hypnotic / percussive,warm,0.16969,0.54426,73290940,0.4461,,,,0.3926,,0.6465,0.6154,,
,,,,,0.7145,punchy / warm / piano,punchy,0.53902,0.54058,208128296,,,,0.4924,,,0.8625,0.6082,0.9461,0.594
-0.098,-0.25,,,,,percussive / driving / raw,percussive,-0.45431,-0.92172,160933251,,,,-0.1774,-0.8591,,-0.5152,,-0.4312,
,0.4161,,0.0817,,,raw / driving / dark,raw,-0.19984,0.03051,116600543,0.1976,,,0.4151,0.2562,,0.1878,,,
,,,,1.6896,,punchy / intense / minimal,punchy,1.38401,0.96978,106859969,,1.6354,,,1.535,,1.482,1.5121,1.8612,
0.7518,0.3204,0.032,,,,percussive / punchy / raw,percussive,0.24226,-0.27029,16363123,,,,-0.0541,,,0.1414,,0.4004,
0.1181,,0.6496,0.0899,0.3029,,euphoric / dark / intense,euphoric,0.05219,-0.32092,74315702,,,,,0.3876,,,,,0.1212
,0.6987,,0.9903,,,vocal / raw / dreamy,vocal,-0.98072,-0.04572,176601408,0.1975,-0.0887,0.0316,,,,-0.1267,,,
,0.9375,,,,,driving / punchy / instrumental,driving,0.80895,0.59047,135105938,,0.7128,1.1753,1.7378,,,0.8738,,1.1906,
1.7703,0.4522,0.7044,0.6321,0.8408,,percussive / intense / euphoric,percussive,0.80119,-0.40813,57602274,,,,,,,,,0.4645,
,1.0471,,,,1.2033,instrumental / minimal / dreamy,instrumental,0.11648,0.43129,40055949,1.2894,1.3835,1.6381,,,1.2213,,,,
0.9767,,-0.2895,,-0.6563,,percussive / euphoric / warm,percussive,-0.27055,-0.50178,82207343,,,,,,,-0.3515,-0.6559,-0.4719,
-0.0382,,-0.2728,,-0.4964,-0.1095,punchy / warm / percussive,punchy,-0.15105,-0.28148,90819520,,,,,,,0.4229,,0.5192,
,,,,,1.3787,atmospheric / dark / driving,atmospheric,0.757,1.24459,80105272,,,,1.4911,1.6036,,1.4578,1.4072,,1.6166
,,,,,,dreamy / deep / atmospheric,dreamy,-0.18554,0.68267,1204310,1.2473,0.7962,,,0.7809,1.0841,,0.7949,,1.0422
0.0167,-0.6798,,,,,percussive / punchy / driving,percussive,-0.47722,-0.91756,42907651,,-0.7626,,-0.5957,,,-0.769,,-0.2691,
0.1623,,-0.5741,,-0.6134,,punchy / percussive / euphoric,punchy,-0.32093,-1.18536,154890399,,,,,-0.5787,-0.9607,,,0.2668,
0.1423,,,,,0.0124,punchy / dark / percussive,punchy,-0.06458,-0.58538,177606753,,,,-0.1417,0.2024,,-0.1818,,0.4888,
0.1736,-1.0871,,,,-0.8164,percussive / minimal / punchy,percussive,-0.88083,-1.5393,185277128,,-0.5148,,-1.1612,,,,,-0.5202,
-0.3836,,-1.8615,,,-1.5876,percussive / punchy / deep,percussive,-1.35029,-2.08654,190586303,,,,,-1.7975,-1.4824,,,-0.7724,
,,0.7903,,,,atmospheric / minimal / hypnotic,atmospheric,0.21958,1.10795,12184528,1.2985,1.3224,,,,,1.2351,1.3136,,1.3563
,,-0.6457,,-0.6466,-0.438,punchy / warm / piano,punchy,-0.52336,-0.60444,21518702,,,,,,,-0.2801,-0.6429,0.5145,
0.5179,-0.1902,,0.477,,,percussive / vocal / punchy,percussive,-0.0571,-0.39925,149766101,-0.1321,,,,-0.0647,,,,0.0513,
